Item,name,item_type,icon,price,rarity,,
DialogueLine,Tourmaline,0,none,"Simple town, Mythgarden. Room for everyone to live their life.",,,
DialogueLine,Tourmaline,1,none,"Simple town, Mythgarden. Room for everyone to live their life.",,,
DialogueLine,Tourmaline,2,none,"Simple town, Mythgarden. Room for everyone to live their life.",,,
DialogueLine,Tourmaline,3,none,"Simple town, Mythgarden. Room for everyone to live their life.",,,
DialogueLine,Tourmaline,4,none,"Simple town, Mythgarden. Room for everyone to live their life.",,,
DialogueLine,Tourmaline,5,none,"Simple town, Mythgarden. Room for everyone to live their life.",,,
DialogueLine,Daffodil,none,FIRST_MEETING,"Good morning to you, earthling -- I MEAN *fellow* earthling. Call me Daffodil Symendian. And don't ask too many questions, hmm?",,,
DialogueLine,Daffodil,0,none,"Farming, hmm? I'm a writer myself, so I suppose there's... no meaningful overlap between our understandings of the world. Ah well.",,,
DialogueLine,Daffodil,1,none,"Farming, hmm? I'm a writer myself, so I suppose there's... no meaningful overlap between our understandings of the world. Ah well.",,,
DialogueLine,Daffodil,2,none,"Farming, hmm? I'm a writer myself, so I suppose there's... no meaningful overlap between our understandings of the world. Ah well.",,,
DialogueLine,Daffodil,3,none,"Farming, hmm? I'm a writer myself, so I suppose there's... no meaningful overlap between our understandings of the world. Ah well.",,,
DialogueLine,Daffodil,4,none,"Farming, hmm? I'm a writer myself, so I suppose there's... no meaningful overlap between our understandings of the world. Ah well.",,,
DialogueLine,Daffodil,5,none,"Farming, hmm? I'm a writer myself, so I suppose there's... no meaningful overlap between our understandings of the world. Ah well.",,,
DialogueLine,Angie,none,FIRST_MEETING,"Well look what the tumbleweed dragged in. Ha! Put 'er there pardner, I'm Angie, and you're welcome in our shop anytime night or day.",,,
DialogueLine,Angie,0,none,"What do you think of me and Dev over there? Honestly I wouldn't blink if we wound up married someday or dueling at high noon. Ha! Leave that up to The Big Guy, am I right?",,,
DialogueLine,Angie,1,none,"What do you think of me and Dev over there? Honestly I wouldn't blink if we wound up married someday or dueling at high noon. Ha! Leave that up to The Big Guy, am I right?",,,
DialogueLine,Angie,2,none,"What do you think of me and Dev over there? Honestly I wouldn't blink if we wound up married someday or dueling at high noon. Ha! Leave that up to The Big Guy, am I right?",,,
DialogueLine,Angie,3,none,"What do you think of me and Dev over there? Honestly I wouldn't blink if we wound up married someday or dueling at high noon. Ha! Leave that up to The Big Guy, am I right?",,,
DialogueLine,Angie,4,none,"What do you think of me and Dev over there? Honestly I wouldn't blink if we wound up married someday or dueling at high noon. Ha! Leave that up to The Big Guy, am I right?",,,
DialogueLine,Angie,5,none,"What do you think of me and Dev over there? Honestly I wouldn't blink if we wound up married someday or dueling at high noon. Ha! Leave that up to The Big Guy, am I right?",,,
DialogueLine,Dev,none,FIRST_MEETING,"Dev. ""Shopkeep"" for this quiet town. You'll find my inventory ever-evolving and never-exhausted; and I'll pay hard koin for anything you might sell -- if you're willing to make a bargain.",,,
DialogueLine,Dev,0,none,"Try not to allow Angie to fill your ear with poisonous lies about our ""relationship"". Our living arrangement is one of coincidental convenience, nothing less and nothing more.",,,
DialogueLine,Dev,1,none,"Try not to allow Angie to fill your ear with poisonous lies about our ""relationship"". Our living arrangement is one of coincidental convenience, nothing less and nothing more.",,,
DialogueLine,Dev,2,none,"Try not to allow Angie to fill your ear with poisonous lies about our ""relationship"". Our living arrangement is one of coincidental convenience, nothing less and nothing more.",,,
DialogueLine,Dev,3,none,"Try not to allow Angie to fill your ear with poisonous lies about our ""relationship"". Our living arrangement is one of coincidental convenience, nothing less and nothing more.",,,
DialogueLine,Dev,4,none,"Try not to allow Angie to fill your ear with poisonous lies about our ""relationship"". Our living arrangement is one of coincidental convenience, nothing less and nothing more.",,,
DialogueLine,Dev,5,none,"Try not to allow Angie to fill your ear with poisonous lies about our ""relationship"". Our living arrangement is one of coincidental convenience, nothing less and nothing more.",,,
DialogueLine,Trix,none,FIRST_MEETING,Trix Intro,,,
DialogueLine,Trix,0,none,Trix 0,,,
DialogueLine,Trix,1,none,Trix 0,,,
DialogueLine,Trix,2,none,Trix 0,,,
DialogueLine,Trix,3,none,Trix 0,,,
DialogueLine,Trix,4,none,Trix 0,,,
DialogueLine,Trix,5,none,Trix 0,,,
DialogueLine,Damey,none,FIRST_MEETING,"You seem nice! My name's Damey Hoodiehome -- see I've got the hoodie on and everything, hehe. I just moved here too... maybe we can be friends!",,,
DialogueLine,Damey,0,none,"I'm staying in the first floor of that tree, with Wren on the top floor. It reminds me of my family's pub back in Shirefordfield... it's a real hole-in-the-ground, but it's home.",,,
DialogueLine,Damey,1,none,"I'm staying in the first floor of that tree, with Wren on the top floor. It reminds me of my family's pub back in Shirefordfield... it's a real hole-in-the-ground, but it's home.",,,
DialogueLine,Damey,2,none,"I'm staying in the first floor of that tree, with Wren on the top floor. It reminds me of my family's pub back in Shirefordfield... it's a real hole-in-the-ground, but it's home.",,,
DialogueLine,Damey,3,none,"I'm staying in the first floor of that tree, with Wren on the top floor. It reminds me of my family's pub back in Shirefordfield... it's a real hole-in-the-ground, but it's home.",,,
DialogueLine,Damey,4,none,"I'm staying in the first floor of that tree, with Wren on the top floor. It reminds me of my family's pub back in Shirefordfield... it's a real hole-in-the-ground, but it's home.",,,
DialogueLine,Damey,5,none,"I'm staying in the first floor of that tree, with Wren on the top floor. It reminds me of my family's pub back in Shirefordfield... it's a real hole-in-the-ground, but it's home.",,,
DialogueLine,Wren,none,FIRST_MEETING,"Um, hi! I'm... awkward, is the main thing, sorry. But I'm Wren Feathernest. What nice... weather we're having?",,,
DialogueLine,Wren,0,none,"It's such a relief to not be in the city anymore. The forest here is so... quiet. Fewer people. Not that I don't like people! I'm not, like, a monster -- not that there's anything wrong with being a monster! Ugh.",,,
DialogueLine,Wren,1,none,"It's such a relief to not be in the city anymore. The forest here is so... quiet. Fewer people. Not that I don't like people! I'm not, like, a monster -- not that there's anything wrong with being a monster! Ugh.",,,
DialogueLine,Wren,2,none,"It's such a relief to not be in the city anymore. The forest here is so... quiet. Fewer people. Not that I don't like people! I'm not, like, a monster -- not that there's anything wrong with being a monster! Ugh.",,,
DialogueLine,Wren,3,none,"It's such a relief to not be in the city anymore. The forest here is so... quiet. Fewer people. Not that I don't like people! I'm not, like, a monster -- not that there's anything wrong with being a monster! Ugh.",,,
DialogueLine,Wren,4,none,"It's such a relief to not be in the city anymore. The forest here is so... quiet. Fewer people. Not that I don't like people! I'm not, like, a monster -- not that there's anything wrong with being a monster! Ugh.",,,
DialogueLine,Wren,5,none,"It's such a relief to not be in the city anymore. The forest here is so... quiet. Fewer people. Not that I don't like people! I'm not, like, a monster -- not that there's anything wrong with being a monster! Ugh.",,,
DialogueLine,Bjölf,none,FIRST_MEETING,"You've strayed far from your native lands, little one. These forests are under the protection and care of Bjölf Bjölfsen, son of Bjölf. Tread wisely.",,,
DialogueLine,Bjölf,0,none,"The sighing of the sycamores, the thrumming of the grasshoppers, the muttering of the creek. No sound is equal to any other sound. No moment the same as any other.",,,
DialogueLine,Bjölf,1,none,"The sighing of the sycamores, the thrumming of the grasshoppers, the muttering of the creek. No sound is equal to any other sound. No moment the same as any other.",,,
DialogueLine,Bjölf,2,none,"The sighing of the sycamores, the thrumming of the grasshoppers, the muttering of the creek. No sound is equal to any other sound. No moment the same as any other.",,,
DialogueLine,Bjölf,3,none,"The sighing of the sycamores, the thrumming of the grasshoppers, the muttering of the creek. No sound is equal to any other sound. No moment the same as any other.",,,
DialogueLine,Bjölf,4,none,"The sighing of the sycamores, the thrumming of the grasshoppers, the muttering of the creek. No sound is equal to any other sound. No moment the same as any other.",,,
DialogueLine,Bjölf,5,none,"The sighing of the sycamores, the thrumming of the grasshoppers, the muttering of the creek. No sound is equal to any other sound. No moment the same as any other.",,,
DialogueLine,Bonbon,none,FIRST_MEETING,"Hello there friend! _We're Bonbon X. Skellington -- three great pals for the price of one!_ *And don't worry, these extra arms are supposed to be here.*",,,
DialogueLine,Bonbon,0,none,"You might think it'd be unnerving sharing a skeleton with two other spirits. _But really it's just like having roommates._ *As long as you do your dishes, everything works out just fine.*",,,
DialogueLine,Bonbon,1,none,"You might think it'd be unnerving sharing a skeleton with two other spirits. _But really it's just like having roommates._ *As long as you do your dishes, everything works out just fine.*",,,
DialogueLine,Bonbon,2,none,"You might think it'd be unnerving sharing a skeleton with two other spirits. _But really it's just like having roommates._ *As long as you do your dishes, everything works out just fine.*",,,
DialogueLine,Bonbon,3,none,"You might think it'd be unnerving sharing a skeleton with two other spirits. _But really it's just like having roommates._ *As long as you do your dishes, everything works out just fine.*",,,
DialogueLine,Bonbon,4,none,"You might think it'd be unnerving sharing a skeleton with two other spirits. _But really it's just like having roommates._ *As long as you do your dishes, everything works out just fine.*",,,
DialogueLine,Bonbon,5,none,"You might think it'd be unnerving sharing a skeleton with two other spirits. _But really it's just like having roommates._ *As long as you do your dishes, everything works out just fine.*",,,
DialogueLine,Zuck,none,FIRST_MEETING,"Hey there, name's Zuck -- no relation. Don't mind the flesh falling off my bones, or the smell of decay -- I don't, ha!",,,
DialogueLine,Zuck,0,none,"You ever try and quit something? Like I don't know -- video game addiction, ha! Why do I ask, oh no reason.",,,
DialogueLine,Zuck,1,none,"I swear, if they make me eat one more cold-blooded, bottom-licking water wriggler... oh, I was just muttering to myself, ha! That's embarrassing.",,,
DialogueLine,Zuck,2,none,"You've met Bonbon? They're busting my chops about not ""defiling the order of life,"" saying I should stick to eating fish so I can keep down my ""dukkha footprint,"" ha! Good luck teaching an old corpse new tricks.",,,
DialogueLine,Zuck,3,none,"No, you're right -- my shoulder's not supposed to be dislocated like that. Had a run-in yesterday with the classic ""family of the deceased coming to seek vengeance"" -- still pulling myself back together, ha!",,,
DialogueLine,Zuck,4,none,"I ask you, can a tiger change its spots? Or whichever it is, ha! Ugh... even if I wanted to quote ""be good,"" what shot does a guy like me really have, huh?",,,
DialogueLine,Zuck,5,none,"*sizzle* Oh yeah, breathe it in, I finally let Bonbon fry me up a slab of salmon. Turns out when you *cook* a fish first, it tastes about a million times better! I'm turning over a new leaf -- or a new filet, ha!",,,
DialogueLine,Bayla,none,FIRST_MEETING,"Bayla Stoutstein, future Crown Architect of Dwarfdom. See this house? I built it with my own two hands, even that spandrel over there -- and I'm just getting started. ",,,
DialogueLine,Bayla,0,none,Ever thought about joining the Dwarfmasons? It's basically a big scam to get you non-dwarves to fund our massive underground stoneworking projects. And we're always looking for new members!,,,
DialogueLine,Bayla,1,none,Ever thought about joining the Dwarfmasons? It's basically a big scam to get you non-dwarves to fund our massive underground stoneworking projects. And we're always looking for new members!,,,
DialogueLine,Bayla,2,none,Ever thought about joining the Dwarfmasons? It's basically a big scam to get you non-dwarves to fund our massive underground stoneworking projects. And we're always looking for new members!,,,
DialogueLine,Bayla,3,none,Ever thought about joining the Dwarfmasons? It's basically a big scam to get you non-dwarves to fund our massive underground stoneworking projects. And we're always looking for new members!,,,
DialogueLine,Bayla,4,none,Ever thought about joining the Dwarfmasons? It's basically a big scam to get you non-dwarves to fund our massive underground stoneworking projects. And we're always looking for new members!,,,
DialogueLine,Bayla,5,none,Ever thought about joining the Dwarfmasons? It's basically a big scam to get you non-dwarves to fund our massive underground stoneworking projects. And we're always looking for new members!,,,
DialogueLine,Light,none,FIRST_MEETING,Standard greeting. Identifier equals Hypermayor Light 1.1.5. I am the mayor of this town. I also run the Town Hall Pub & Grill which has an accurate reputation. ,,,
DialogueLine,Light,0,none,Description of office: my charge is to maximize U (flourishing of Mythgarden residents) while minimizing V (amount of impact an omniscient observer would attribute to my actions). I find that U and V are somewhat in tension.,,,
DialogueLine,Light,1,none,Description of office: my charge is to maximize U (flourishing of Mythgarden residents) while minimizing V (amount of impact an omniscient observer would attribute to my actions). I find that U and V are somewhat in tension.,,,
DialogueLine,Light,2,none,Description of office: my charge is to maximize U (flourishing of Mythgarden residents) while minimizing V (amount of impact an omniscient observer would attribute to my actions). I find that U and V are somewhat in tension.,,,
DialogueLine,Light,3,none,Description of office: my charge is to maximize U (flourishing of Mythgarden residents) while minimizing V (amount of impact an omniscient observer would attribute to my actions). I find that U and V are somewhat in tension.,,,
DialogueLine,Light,4,none,Description of office: my charge is to maximize U (flourishing of Mythgarden residents) while minimizing V (amount of impact an omniscient observer would attribute to my actions). I find that U and V are somewhat in tension.,,,
DialogueLine,Light,5,none,Description of office: my charge is to maximize U (flourishing of Mythgarden residents) while minimizing V (amount of impact an omniscient observer would attribute to my actions). I find that U and V are somewhat in tension.,,,
